Segmentname_FV2410,Unnamed: 0_FV2410,Segmentgruppe_FV2410,Segment_FV2410,Datenelement_FV2410,Segment ID_FV2410,Code_FV2410,Qualifier_FV2410,Beschreibung_FV2410,Bedingungsausdruck_FV2410,Bedingung_FV2410,diff,Segmentname_FV2504,Unnamed: 0_FV2504,Segmentgruppe_FV2504,Segment_FV2504,Datenelement_FV2504,Segment ID_FV2504,Code_FV2504,Qualifier_FV2504,Beschreibung_FV2504,Bedingungsausdruck_FV2504,Bedingung_FV2504
,,,,,,,,,,,NEW,Verwendung der Daten bis,81,SG6,DTM,,00068,,,,Muss [471],"[471] Wenn im selben SG6 RFF+Z49/ Z53 (Verwendungszeitra um der Daten: Gültige Daten/ Keine Daten) im DE1156 (Zeitraum- ID) eine Zeitraum ID genannt ist, die kleiner ist als in einem anderen SG6 RFF+Z49/ Z53 (Verwendungszeitra um der Daten: Gültige Daten/ Keine Daten) DE1156 (Zeitraum- ID)
[472] Wenn im selben SG6 RFF+Z48/ Z55 (Verwendungszeitra um der Daten: Erwartete Daten/ Keine Daten erwartet) im DE1156 (Zeitraum- ID) eine Zeitraum ID genannt ist, die kleiner ist als in einem anderen SG6 RFF+Z48/ Z55 (Verwendungszeitra um der Daten: Erwartete Daten/ Keine Daten erwartet) DE1156 (Zeitraum-ID)
[473] Wenn im selben SG6 RFF+Z47/ Z54 (Verwendungszeitra um der Daten: Im System vorhandene Daten/ Im System keine Daten vorhanden) im DE1156 (Zeitraum- ID) eine Zeitraum ID genannt ist, die kleiner ist als in einem anderen SG6 RFF+Z47/ Z54 (Verwendungszeitra um der Daten: Im System vorhandene Daten/ Im System keine Daten vorhanden) DE1156 (Zeitraum-ID)"
,,,,,,,,,,,NEW,Verwendung der Daten bis,82,SG6,DTM,2005,00068,Z26,,Verwendung der Daten bis,X,
,,,,,,,,,,,NEW,Verwendung der Daten bis,83,SG6,DTM,2380,00068,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],
,,,,,,,,,,,NEW,Verwendung der Daten bis,84,SG6,DTM,2379,00068,303,,CCYYMMDDHHM MZZZ,X,
Referenz auf die Lokationsbündelstruktur,92,SG8,,,,,,,Muss [309] ∧ [513] ∧ [2061],"[309] Wenn DTM+137 (Nachrichtendatum) im DE2380 ≥ 202409302200?+00
[513] Hinweis: Bei Anwendung dieser Segmentgruppe vor dem 01.10.2024 sind die Codes in diesem Segment noch nicht gültig. Somit wird der Geschäftsvorfall mit einer Verarbeitbarkeitsfehlermeldu ng mit Fehlercode Z39 (Code nicht aus erlaubtem Wertebereich“) abgelehnt werden
[2061] Segment bzw. Segmentgruppe ist genau einmal je SG4 IDE (Vorgang) anzugeben",,Referenz auf die Lokationsbündelstruktur,85,SG8,,,,,,,Muss,[8] Wenn für Datenclearing erforderlich
Referenz auf die Lokationsbündelstruktur,93,SG8,SEQ,,00071,,,,Muss,,,Referenz auf die Lokationsbündelstruktur,86,SG8,SEQ,,00074,,,,Muss,
Referenz auf die Lokationsbündelstruktur,94,SG8,SEQ,1229,00071,Z78,,Referenz auf die Lokationsbündelstruktur,X,,,Referenz auf die Lokationsbündelstruktur,87,SG8,SEQ,1229,00074,Z78,,Referenz auf die Lokationsbündelstr uktur,X,
Referenz auf die Lokationsbündelstruktur,95,SG8,RFF,,00072,,,,Muss,,,Referenz auf die Lokationsbündelstruktur,88,SG8,SEQ,1050,00074,,,Referenz auf Zeitraum-ID,X [914] ∧ [937] [22],"[22] Es ist die Zeitraum-ID vom DE1156 aus einem passenden SG6 RFF+Z47/ Z48/ Z49 (Verwendungszeitra um der Daten) einzutragen
[914] Format: Möglicher Wert: > 0
[937] Format: keine Nachkommastelle"
Referenz auf die Lokationsbündelstruktur,96,SG8,RFF,1153,00072,Z31,,Lokationsbündelstruktur,X,,,Referenz auf die Lokationsbündelstruktur,89,SG8,RFF,,00075,,,,Muss,
Referenz auf die Lokationsbündelstruktur,97,SG8,RFF,1153,,Z39,,Keine standardisierte Lokationsbündelstruktur vorhanden,X,,,Referenz auf die Lokationsbündelstruktur,90,SG8,RFF,1153,00075,Z31,,Lokationsbündelstr uktur,X,
Referenz auf die Lokationsbündelstruktur,98,SG8,RFF,1154,00072,,,ID der Lokationsbündelstruktur,X [335],"[335] Wenn im SG8 SEQ+Z78 RFF+Z31 ""Referenz auf die Lokationsbündelstruktur"" im DE1153 der Code Z31 ""Lokationsbündelstruktur"" vorhanden ist",,Referenz auf die Lokationsbündelstruktur,91,SG8,RFF,1153,,Z39,,Keine standardisierte Lokationsbündelstr uktur vorhanden,X,
Referenz auf die Lokationsbündelstruktur,99,SG8,RFF,1156,00072,,,Fortlaufende Nummer eines Lokationsbündels im Geschäftsvorfall,M [914] ∧ [937] [32],"[32] Wenn mehr als ein SG8 SEQ+Z78 (Referenz auf die Lokationsbündelstruktur) vorhanden
[914] Format: Möglicher Wert: > 0
[937] Format: keine Nachkommastelle",,Referenz auf die Lokationsbündelstruktur,92,SG8,RFF,1154,00075,,,ID der Lokationsbündelstruktur,X [333],"[333] Wenn in diesem RFF ""Referenz auf die Lokationsbündelstru ktur"" im DE1153 der Code Z31 ""Lokationsbündelstr uktur"" vorhanden ist"
,,,,,,,,,,,NEW,Referenz auf die Lokationsbündelstruktur,93,SG8,RFF,1156,00075,,,Fortlaufende Nummer eines Lokationsbündels im Geschäftsvorfall,M [914] ∧ [937] [32],"[32] Wenn mehr als ein SG8 (Referenz auf die Lokationsbündelstru ktur) vorhanden
[914] Format: Möglicher Wert: > 0
[937] Format: keine Nachkommastelle"
Zuordnung Lokation zum Objektcode des Lokationsbündels,100,SG8,,,,,,,Muss [2354] ∧ [335] ∧ [513],"[335] Wenn im SG8 SEQ+Z78 RFF+Z31 ""Referenz auf die Lokationsbündelstruktur"" im DE1153 der Code Z31 ""Lokationsbündelstruktur"" vorhanden ist
[513] Hinweis: Bei Anwendung dieser Segmentgruppe vor dem 01.10.2024 sind die Codes in diesem Segment noch nicht gültig. Somit wird der Geschäftsvorfall mit einer Verarbeitbarkeitsfehlermeldu ng mit Fehlercode Z39 (Code nicht aus erlaubtem Wertebereich“) abgelehnt werden
[2354] Für jede ID im SG5 LOC+Z16 / Z17 / Z18 / Z20 (Marktlokation / Messlokation / Netzlokation / Technische Ressource) DE3225 genau einmal anzugeben",,Zuordnung Lokation zum Objektcode des Lokationsbündels,94,SG8,,,,,,,Muss (([306] ∧ [2360] ∧ [2361]) ⊻ ([307] ∧ [2359] ∧ [2360])) ∧ [335] ,"[8] Wenn für Datenclearing erforderlich
[306] Wenn SG5 LOC+Z22 (ruhende Marktlokation) mit der selben Zeitraum-ID im DE3224 vorhanden wie in dieser SG8 im DE1050 (Referenz auf Zeitraum-ID) des SEQ+Z58
[307] Wenn SG5 LOC+Z22 (ruhende Marktlokation) mit der selben Zeitraum-ID im DE3224 nicht vorhanden wie in dieser SG8 im DE1050 (Referenz auf Zeitraum-ID) des SEQ+Z58
[335] Wenn in dieser SG8 im SEQ+Z58 (Zuordnung Lokation zum Objektcode des Lokationsbündels) im DE1050 eine Zeitraum-ID angegeben wird, wie in einer SG8 SEQ+Z78 RFF+Z31 (Referenz auf die Lokationsbündelstru ktur) im DE1154
[2359] Für jede ID im SG5 LOC+Z16 / Z17 / Z20 (Marktlokation / Messlokation / Technische Ressource) DE3225 mindestens einmal anzugeben
[2360] Für jede ID im SG5 LOC+Z18 (Netzlokation) DE3225 mindestens einmal anzugeben
[2361] Für jede ID im SG5 LOC+Z17 / Z20 / Z22 (Messlokation / Technische Ressource / ruhende Marktlokation) DE3225 mindestens einmal anzugeben"
Zuordnung Lokation zum Objektcode des Lokationsbündels,101,SG8,SEQ,,00073,,,,Muss,,,Zuordnung Lokation zum Objektcode des Lokationsbündels,95,SG8,SEQ,,00076,,,,Muss,
Zuordnung Lokation zum Objektcode des Lokationsbündels,102,SG8,SEQ,1229,00073,Z58,,Zuordnung Lokation zum Objektcode des Lokationsbündels,X,,,Zuordnung Lokation zum Objektcode des Lokationsbündels,96,SG8,SEQ,1229,00076,Z58,,Zuordnung Lokation zum Objektcode des Lokationsbündels,X,
,,,,,,,,,,,NEW,Zuordnung Lokation zum Objektcode des Lokationsbündels,97,SG8,SEQ,1050,00076,,,Referenz auf Zeitraum-ID,X [914] ∧ [937] [22],"[22] Es ist die Zeitraum-ID vom DE1156 aus einem passenden SG6 RFF+Z47/ Z48/ Z49 (Verwendungszeitra um der Daten) einzutragen
[914] Format: Möglicher Wert: > 0
[937] Format: keine Nachkommastelle"
Referenz auf die ID der Netzlokation / Marktlokation / Messlokation / Technischen Ressource,103,SG8,RFF,,00074,,,,Muss,,,Referenz auf die ID der Netzlokation / Marktlokation / Messlokation / Technischen Ressource,98,SG8,RFF,,00077,,,,Muss,
Referenz auf die ID der Netzlokation / Marktlokation / Messlokation / Technischen Ressource,104,SG8,RFF,1153,00074,Z32,,Netzlokation,X,,,Referenz auf die ID der Netzlokation / Marktlokation / Messlokation / Technischen Ressource,99,SG8,RFF,1153,00077,Z32,,Netzlokation,X,
Referenz auf die ID der Netzlokation / Marktlokation / Messlokation / Technischen Ressource,105,SG8,RFF,1153,,Z18,,Marktlokation,X,,,Referenz auf die ID der Netzlokation / Marktlokation / Messlokation / Technischen Ressource,100,SG8,RFF,1153,,Z18,,Marktlokation,X,
Referenz auf die ID der Netzlokation / Marktlokation / Messlokation / Technischen Ressource,106,SG8,RFF,1153,,Z19,,Messlokation,X,,,Referenz auf die ID der Netzlokation / Marktlokation / Messlokation / Technischen Ressource,101,SG8,RFF,1153,,Z19,,Messlokation,X,
Referenz auf die ID der Netzlokation / Marktlokation / Messlokation / Technischen Ressource,107,SG8,RFF,1153,,Z37,,Technische Ressource,X,,,Referenz auf die ID der Netzlokation / Marktlokation / Messlokation / Technischen Ressource,102,SG8,RFF,1153,,Z37,,Technische Ressource,X,
Referenz auf die ID der Netzlokation / Marktlokation / Messlokation / Technischen Ressource,108,SG8,RFF,1154,00074,,,ID einer Lokation,X ([451] ∧ [950]) ⊻ ([452] ∧ [951]) ⊻ ([450] ∧ [960]) ⊻ ([456] ∧ [922]),"[450] Wenn in demselben RFF der Code Z32 (Netzlokation) im DE1153 vorhanden
[451] Wenn in demselben RFF der Code Z18 (Marktlokation) im DE1153 vorhanden
[452] Wenn in demselben RFF der Code Z19 (Messlokation) im DE1153 vorhanden
[456] Wenn in demselben RFF der Code Z37 (Technische Ressource) im DE1153 vorhanden
[922] Format: TR-ID
[950] Format: Marktlokations-ID
[951] Format: Zählpunktbezeichnung
[960] Format: Netzlokations- ID",,Referenz auf die ID der Netzlokation / Marktlokation / Messlokation / Technischen Ressource,103,SG8,RFF,1154,00077,,,ID einer Lokation,X ([451] ∧ [950]) ⊻ ([452] ∧ [951]) ⊻ ([450] ∧ [960]) ⊻ ([456] ∧ [922]),"[450] Wenn in demselben RFF der Code Z32 (Netzlokation) im DE1153 vorhanden
[451] Wenn in demselben RFF der Code Z18 (Marktlokation) im DE1153 vorhanden
[452] Wenn in demselben RFF der Code Z19 (Messlokation) im DE1153 vorhanden
[456] Wenn in demselben RFF der Code Z37 (Technische Ressource) im DE1153 vorhanden
[922] Format: TR-ID
[950] Format: Marktlokations-ID
[951] Format: Zählpunktbezeichnu ng
[960] Format: Netzlokations-ID"
Referenz auf den Objektcode in der Lokationsbündelstruktur,109,SG8,RFF,,00075,,,,Muss [2313],[2313] Je SG8 SEQ+Z58 (Zuordnung Lokation zum Objektcode des Lokationsbündels) genau einmal anzugeben,,Referenz auf den Objektcode in der Lokationsbündelstruktur,104,SG8,RFF,,00078,,,,Muss [2313],"[2312] Wenn der Objektcode ""9992000001256"" (Netzlokation) im DE1154 des selben RFF+Z33 nicht vorhanden ist, ist das RFF+Z33 in derselben SG8 SEQ+Z58/ ZD6  (Zuordnung Lokation zum Objektcode des Lokationsbündels/ Informative     Zuordnung Lokation zum Objektcode des Lokationsbündels) genau einmal anzugeben
[2313] Je SG8 SEQ+Z58 (Zuordnung Lokation zum Objektcode des Lokationsbündels) genau einmal anzugeben"
Referenz auf den Objektcode in der Lokationsbündelstruktur,110,SG8,RFF,1153,00075,Z33,,Objektcode der Lokation in der Lokationsbündelstruktur,X,,,Referenz auf den Objektcode in der Lokationsbündelstruktur,105,SG8,RFF,1153,00078,Z33,,Objektcode der Lokation in der Lokationsbündelstr uktur,X,
Referenz auf den Objektcode in der Lokationsbündelstruktur,111,SG8,RFF,1154,00075,,,Objekt Code,X,,,Referenz auf den Objektcode in der Lokationsbündelstruktur,106,SG8,RFF,1154,00078,,,Objekt Code,X,
Referenz auf den Objektcode in der Lokationsbündelstruktur,112,SG8,RFF,1156,00075,,,Fortlaufende Nummer eines Lokationsbündels im Geschäftsvorfall,M [914] ∧ [937] [32],"[32] Wenn mehr als ein SG8 SEQ+Z78 (Referenz auf die Lokationsbündelstruktur) vorhanden
[914] Format: Möglicher Wert: > 0
[937] Format: keine Nachkommastelle",,Referenz auf den Objektcode in der Lokationsbündelstruktur,107,SG8,RFF,1156,00078,,,Fortlaufende Nummer eines Lokationsbündels im Geschäftsvorfall,M [914] ∧ [937] [32],"[32] Wenn mehr als ein SG8 (Referenz auf die Lokationsbündelstru ktur) vorhanden
[914] Format: Möglicher Wert: > 0
[937] Format: keine Nachkommastelle"
Referenz auf die ID der vorgelagerten Netzlokation / Messlokation ,113,SG8,RFF,,00076,,,,Muss (([476] ∧ ([473] ∧ [290])) ⊻ ([474] ∧ [475])) ⊻ ([477] ∧ [478] ∧ [479]),"[290] Wenn der Objektcode im RFF+Z33 (Referenz auf den Objektcode in der Lokationsbündelstruktur) im DE1154 derselben SG8 SEQ+Z58 (Zuordnung Lokation zum Objektcode des Lokationsbündels) in einem weiteren SG8 SEQ+Z58 vorhanden ist
[473] Wenn im RFF+Z33 (Referenz auf den Objektcode in der Lokationsbündelstruktur) das DE1156 (Fortlaufende Nummer eines Lokationsbündels im Geschäftsvorfall) in derselben SG8 SEQ+Z58 (Zuordnung Lokation zum Objektcode des Lokationsbündels) nicht vorhanden ist
[474] Wenn im RFF+Z33 (Referenz auf den Objektcode in der Lokationsbündelstruktur) das DE1156 Fortlaufende Nummer eines Lokationsbündels im Geschäftsvorfall) in derselben SG8 SEQ+Z58 Zuordnung Lokation zum Objektcode des Lokationsbündels) vorhanden ist
[475] Wenn der Objektcode im RFF+Z33 (Referenz auf den Objektcode in der Lokationsbündelstruktur) im DE1154 derselben SG8 SEQ+Z58 (Zuordnung Lokation zum Objektcode des Lokationsbündels) in einem weiteren SG8 SEQ+Z58 mit derselben fortlaufenden Nummer vorhanden ist
[476] Wenn in demselben Segment das DE1153 mit dem Code Z34 vorgelagerte Messlokation vorhanden ist
[477] Wenn in demselben Segment das DE1153 mit dem Code Z35 vorgelagerte Netzlokation vorhanden ist
[478] Wenn das LOC+Z18 (Netzlokation) vorhanden ist
[479] Wenn der Objektcode im RFF+Z33 (Referenz auf den Objektcode in der Lokationsbündelstruktur) im DE1154 derselben SG8 SEQ+Z58 (Zuordnung Lokation zum Objektcode des Lokationsbündels) in einem weiteren SG8 SEQ+Z58 (Zuordnung Lokation zum Objektcode des Lokationsbündels) vorhanden ist",,Referenz auf die ID der vorgelagerten Netzlokation / Messlokation ,108,SG8,RFF,,00079,,,,Muss ([176] ∧ (([173] ∧ [290]) ⊻ ([174] ∧ [175]))) ⊻ ([177] ∧ [178] ∧ [179]),"[173] Wenn im RFF+Z33 (Referenz auf den Objektcode in der Lokationsbündelstru ktur) das DE1156 (Fortlaufende Nummer eines Lokationsbündels im Geschäftsvorfall) in derselben SG8 SEQ+Z58 (Zuordnung Lokation zum Objektcode des Lokationsbündels) nicht vorhanden ist
[174] Wenn im RFF+Z33 (Referenz auf den Objektcode in der Lokationsbündelstru ktur) das DE1156 Fortlaufende Nummer eines Lokationsbündels im Geschäftsvorfall) in derselben SG8 SEQ+Z58 Zuordnung Lokation zum Objektcode des Lokationsbündels) vorhanden ist
[175] Wenn der Objektcode im RFF+Z33 (Referenz auf den Objektcode in der Lokationsbündelstru ktur) im DE1154 derselben SG8 SEQ+Z58 (Zuordnung Lokation zum Objektcode des Lokationsbündels) in einem weiteren SG8 SEQ+Z58 mit derselben fortlaufenden Nummer vorhanden ist
[176] Wenn in demselben Segment das DE1153 mit dem Code Z34 vorgelagerte Messlokation vorhanden ist
[177] Wenn in demselben Segment das DE1153 mit dem Code Z35 vorgelagerte Netzlokation vorhanden ist
[178] Wenn das LOC+Z18 (Netzlokation) vorhanden ist
[179] Wenn der Objektcode im RFF+Z33 (Referenz auf den Objektcode in der Lokationsbündelstru ktur) im DE1154 derselben SG8 SEQ+Z58 (Zuordnung Lokation zum Objektcode des Lokationsbündels) in einem weiteren SG8 SEQ+Z58 (Zuordnung Lokation zum Objektcode des Lokationsbündels) vorhanden ist
[290] Wenn der Objektcode im RFF+Z33 (Referenz auf den Objektcode in der Lokationsbündelstru ktur) im DE1154 derselben SG8 SEQ+Z58 (Zuordnung Lokation zum Objektcode des Lokationsbündels) in einem weiteren SG8 SEQ+Z58 vorhanden ist"
Referenz auf die ID der vorgelagerten Netzlokation / Messlokation ,114,SG8,RFF,1153,00076,Z34,,vorgelagerte Messlokation,X,,,Referenz auf die ID der vorgelagerten Netzlokation / Messlokation ,109,SG8,RFF,1153,00079,Z34,,vorgelagerte Messlokation,X,
Referenz auf die ID der vorgelagerten Netzlokation / Messlokation ,115,SG8,RFF,1153,,Z35,,vorgelagerte Netzlokation,X,,,Referenz auf die ID der vorgelagerten Netzlokation / Messlokation ,110,SG8,RFF,1153,,Z35,,vorgelagerte Netzlokation,X,
Referenz auf die ID der vorgelagerten Netzlokation / Messlokation ,116,SG8,RFF,1154,00076,,,ID einer Lokation,X ([472] ∧ [951]) ⊻ ([471] ∧ [960]),"[471] Wenn in demselben RFF der Code Z35 (vorgelagerte Netzlokation) im DE1153 vorhanden
[472] Wenn in demselben RFF der Code Z34 (vorgelagerte Messlokation) im DE1153 vorhanden
[951] Format: Zählpunktbezeichnung
[960] Format: Netzlokations- ID",,Referenz auf die ID der vorgelagerten Netzlokation / Messlokation ,111,SG8,RFF,1154,00079,,,ID einer Lokation,X ([442] ∧ [951]) ⊻ ([440] ∧ [960]),"[440] Wenn in demselben RFF der Code Z35 (vorgelagerte Netzlokation) im DE1153 vorhanden
[442] Wenn in demselben RFF der Code Z34 (vorgelagerte Messlokation) im DE1153 vorhanden
[951] Format: Zählpunktbezeichnu ng
[960] Format: Netzlokations-ID"
Referenz auf die der Technischen Ressource zugeordneten Marktlokation ,117,SG8,RFF,,00077,,,,Muss [290] ∧ [291],"[290] Wenn der Objektcode im RFF+Z33 (Referenz auf den Objektcode in der Lokationsbündelstruktur) im DE1154 derselben SG8 SEQ+Z58 (Zuordnung Lokation zum Objektcode des Lokationsbündels) in einem weiteren SG8 SEQ+Z58 vorhanden ist
[291] Wenn in derselben SG8 SEQ+Z58 (Zuordnung Lokation zum Objektcode des Lokationsbündels) das RFF+Z37 vorhanden",,Referenz auf die der Technischen Ressource zugeordneten Marktlokation ,112,SG8,RFF,,00080,,,,Muss [290] ∧ [291],"[290] Wenn der Objektcode im RFF+Z33 (Referenz auf den Objektcode in der Lokationsbündelstru ktur) im DE1154 derselben SG8 SEQ+Z58 (Zuordnung Lokation zum Objektcode des Lokationsbündels) in einem weiteren SG8 SEQ+Z58 vorhanden ist
[291] Wenn in derselben SG8 (Zuordnung Lokation zum Objektcode des Lokationsbündels) das RFF+Z37 vorhanden"
Referenz auf die der Technischen Ressource zugeordneten Marktlokation ,118,SG8,RFF,1153,00077,Z16,,zugeordnete Marktlokation,X,,,Referenz auf die der Technischen Ressource zugeordneten Marktlokation ,113,SG8,RFF,1153,00080,Z16,,zugeordnete Marktlokation,X,
Referenz auf die der Technischen Ressource zugeordneten Marktlokation ,119,SG8,RFF,1154,00077,,,ID der Marktlokation,X [950],[950] Format: Marktlokations-ID,,Referenz auf die der Technischen Ressource zugeordneten Marktlokation ,114,SG8,RFF,1154,00080,,,ID der Marktlokation,X [950],[950] Format: Marktlokations-ID
Nachrichten-Endesegment,120,,UNT,,00540,,,,Muss,,REMOVED,,,,,,,,,,,
Nachrichten-Endesegment,121,,UNT,0074,00540,,,Anzahl der Segmente in einer Nachricht,X,,REMOVED,,,,,,,,,,,
Nachrichten-Endesegment,122,,UNT,0062,00540,,,Nachrichten-Referenznummer,X,,REMOVED,,,,,,,,,,,
,,,,,,,,,,,NEW,Nachrichten- Endesegment,115,,UNT,,00526,,,,Muss,
,,,,,,,,,,,NEW,Nachrichten- Endesegment,116,,UNT,0074,00526,,,Anzahl der Segmente in einer Nachricht,X,
,,,,,,,,,,,NEW,Nachrichten- Endesegment,117,,UNT,0062,00526,,,Nachrichten- Referenznummer,X,
