Segmentname_FV2210,Unnamed: 0_FV2210,Segmentgruppe_FV2210,Segment_FV2210,Datenelement_FV2210,Segment ID_FV2210,Code_FV2210,Qualifier_FV2210,Beschreibung_FV2210,Bedingungsausdruck_FV2210,Bedingung_FV2210,diff,Segmentname_FV2304,Unnamed: 0_FV2304,Segmentgruppe_FV2304,Segment_FV2304,Datenelement_FV2304,Segment ID_FV2304,Code_FV2304,Qualifier_FV2304,Beschreibung_FV2304,Bedingungsausdruck_FV2304,Bedingung_FV2304
Referenzprofildaten,203,SG8,,,,,,,Muss [54] ∧ [492] ∧ [265],"[54] Wenn SG8 SEQ+Z01 (Daten der Marktlokation) SG10 CCI+Z30++Z06 (Lieferrichtung: Erzeugung) vorhanden
[265] Wenn im SG8 SEQ+Z01 (Daten der Marktlokation) das SG10 CCI+++ZA6 (Prognosegrundlage der Marktlokation: Prognose auf Basis von Profilen) CAV+Z36 (TEP m. Referenzmessung) vorhanden
[492] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Strom",,Referenzprofildaten,203,SG8,,,,,,,Muss [54] ∧ [492] ∧ [265],"[54] Wenn SG8 SEQ+Z01 (Daten der Marktlokation) SG10 CCI+Z30++Z06 (Lieferrichtung: Erzeugung) vorhanden
[265] Wenn im SG8 SEQ+Z01 (Daten der Marktlokation) das SG10 CCI+++ZA6 (Prognosegrundlage der Marktlokation: Prognose auf Basis von Profilen) CAV+Z36 (TEP m. Referenzmessung) vorhanden
[492] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Strom"
Referenzprofildaten,204,SG8,SEQ,,,,,,Muss,,,Referenzprofildaten,204,SG8,SEQ,,,,,,Muss,
Referenzprofildaten,205,SG8,SEQ,1229,,Z38,,Referenzprofildaten,X,,,Referenzprofildaten,205,SG8,SEQ,1229,,Z38,,Referenzprofildaten,X,
Referenz auf die ID der Marktlokation,206,SG8,RFF,,,,,,Muss,,,Referenz auf die ID der Marktlokation,206,SG8,RFF,,,,,,Muss,
Referenz auf die ID der Marktlokation,207,SG8,RFF,1153,,Z18,,Marktlokation,X,,,Referenz auf die ID der Marktlokation,207,SG8,RFF,1153,,Z18,,Marktlokation,X,
Referenz auf die ID der Marktlokation,208,SG8,RFF,1154,,,,ID einer Marktlokation,X [950],[950] Format: Marktlokations-ID,,Referenz auf die ID der Marktlokation,208,SG8,RFF,1154,,,,ID einer Marktlokation,X [950],[950] Format: Marktlokations-ID
Referenzprofil,209,SG10,,,,,,,Muss,,,Referenzprofil,209,SG10,,,,,,,Muss,
Referenzprofil,210,SG10,CCI,,,,,,Muss,,,Referenzprofil,210,SG10,CCI,,,,,,Muss,
Referenzprofil,211,SG10,CCI,7059,,Z05,,tagesparameterabhängig es Einspeiseprofil,X,,,Referenzprofil,211,SG10,CCI,7059,,Z05,,tagesparameterabhängig es Einspeiseprofil,X,
Referenzprofil,212,SG10,CAV,,,,,,Muss,,,Referenzprofil,212,SG10,CAV,,,,,,Muss,
Referenzprofil,213,SG10,CAV,7111,,,,Code des Referenzprofils,X,,,Referenzprofil,213,SG10,CAV,7111,,,,Code des Referenzprofils,X,
Nachrichten-Endesegment,214,,UNT,,,,,,Muss,,,Nachrichten-Endesegment,214,,UNT,,,,,,Muss,
Nachrichten-Endesegment,215,,UNT,0074,,,,Anzahl der Segmente in einer Nachricht,X,,,Nachrichten-Endesegment,215,,UNT,0074,,,,Anzahl der Segmente in einer Nachricht,X,
Nachrichten-Endesegment,216,,UNT,0062,,,,Nachrichten-Referenznummer,X,,,Nachrichten-Endesegment,216,,UNT,0062,,,,Nachrichten-Referenznummer,X,
