Segmentname_FV2310,Unnamed: 0_FV2310,Segmentgruppe_FV2310,Segment_FV2310,Datenelement_FV2310,Segment ID_FV2310,Code_FV2310,Qualifier_FV2310,Beschreibung_FV2310,Bedingungsausdruck_FV2310,Bedingung_FV2310,diff,Segmentname_FV2404,Unnamed: 0_FV2404,Segmentgruppe_FV2404,Segment_FV2404,Datenelement_FV2404,Segment ID_FV2404,Code_FV2404,Qualifier_FV2404,Beschreibung_FV2404,Bedingungsausdruck_FV2404,Bedingung_FV2404
OBIS-Kennzahl der Marktlokation,134,SG8,PIA,7143,,SRW,,OBIS-Kennzahl,X,,,OBIS-Kennzahl der Marktlokation,134,SG8,PIA,7143,00200,SRW,,OBIS-Kennzahl,X,
Wertegranularität,135,SG10,CCI,,,,,,Muss,,,Wertegranularität,135,SG10,CCI,,00201,,,,Muss,
Wertegranularität,136,SG10,CCI,7037,,ZE4,,Wertegranularität,X,,,Wertegranularität,136,SG10,CCI,7037,00201,ZE4,,Wertegranularität,X,
Wertegranularität,137,SG10,CAV,,,,,,Muss,,,Wertegranularität,137,SG10,CAV,,00202,,,,Muss,
Wertegranularität,138,SG10,CAV,7111,,ZD9,,Jährlich,X,,,Wertegranularität,138,SG10,CAV,7111,00202,ZD9,,Jährlich,X,
Wertegranularität,139,SG10,CAV,7111,,ZE8,,Halbjährlich,X,,,Wertegranularität,139,SG10,CAV,7111,,ZE8,,Halbjährlich,X,
Wertegranularität,140,SG10,CAV,7111,,ZE9,,Quartalsweise,X,,,Wertegranularität,140,SG10,CAV,7111,,ZE9,,Quartalsweise,X,
Wertegranularität,141,SG10,CAV,7111,,ZB7,,Monatlich,X,,,Wertegranularität,141,SG10,CAV,7111,,ZB7,,Monatlich,X,
Zugeordnete Zählzeitdefinition,142,SG10,CCI,,,,,,Muss,,,Zugeordnete Zählzeitdefinition,142,SG10,CCI,,00203,,,,Muss,
Zugeordnete Zählzeitdefinition,143,SG10,CCI,7059,,Z39,,Code der Zählzeitdefinition,X,,,Zugeordnete Zählzeitdefinition,143,SG10,CCI,7059,00203,Z39,,Code der Zählzeitdefinition,X,
Zugeordnete Zählzeitdefinition,144,SG10,CCI,7037,,,,Code der Zählzeitdefinition,X,,,Zugeordnete Zählzeitdefinition,144,SG10,CCI,7037,00203,,,Code der Zählzeitdefinition,X,
Zugeordnete Zählzeitregister ,145,SG10,CCI,,,,,,Muss,,REMOVED,,,,,,,,,,,
Zugeordnete Zählzeitregister ,146,SG10,CCI,7059,,Z38,,Code des Zählzeitregisters,X,,REMOVED,,,,,,,,,,,
Zugeordnete Zählzeitregister ,147,SG10,CCI,7037,,,,Code des Zählzeitregisters,X,,REMOVED,,,,,,,,,,,
,,,,,,,,,,,NEW,Zugeordnetes Zählzeitregister ,145,SG10,CCI,,00204,,,,Muss,
,,,,,,,,,,,NEW,Zugeordnetes Zählzeitregister ,146,SG10,CCI,7059,00204,Z38,,Code des Zählzeitregisters,X,
,,,,,,,,,,,NEW,Zugeordnetes Zählzeitregister ,147,SG10,CCI,7037,00204,,,Code des Zählzeitregisters,X,
OBIS Daten für Netzbetreiber relevant,148,SG10,CCI,,,,,,Muss,,,OBIS Daten für Netzbetreiber relevant,148,SG10,CCI,,00205,,,,Muss,
OBIS Daten für Netzbetreiber relevant,149,SG10,CCI,7037,,ZA8,,NB,X,,,OBIS Daten für Netzbetreiber relevant,149,SG10,CCI,7037,00205,ZA8,,NB,X,
Verwendungszweck der Werte,150,SG10,CAV,,,,,,Muss,,,Verwendungszweck der Werte,150,SG10,CAV,,00206,,,,Muss,
Verwendungszweck der Werte,151,SG10,CAV,7111,,Z84,,Netznutzungsabrech nung,X [29P1..1] ⊻ [30P1..1] ⊻ [32P1..1] ⊻ [36P1..1],,,Verwendungszweck der Werte,151,SG10,CAV,7111,00206,Z84,,Netznutzungsabrech nung,X [29P1..1] ⊻ [30P1..1] ⊻ [32P1..1] ⊻ [36P1..1],
Verwendungszweck der Werte,152,SG10,CAV,7111,,Z85,,Bilanzkreisabrechnu ng,X [31P0..1] ⊻ [32P0..1] ⊻ [33P0..1] ⊻ [34P0..1],,,Verwendungszweck der Werte,152,SG10,CAV,7111,,Z85,,Bilanzkreisabrechnu ng,X [31P0..1] ⊻ [32P0..1] ⊻ [33P0..1] ⊻ [34P0..1],
Verwendungszweck der Werte,153,SG10,CAV,7111,,Z86,,Mehrmindermengen abrechnung,X [30P1..1] ⊻ [37P1..1],,,Verwendungszweck der Werte,153,SG10,CAV,7111,,Z86,,Mehrmindermengen abrechnung,X [30P1..1] ⊻ [37P1..1],
Verwendungszweck der Werte,154,SG10,CAV,7111,,Z92,,Übermittlung an das HKNR,X [33P1..1] ⊻ [34P1..1],,,Verwendungszweck der Werte,154,SG10,CAV,7111,,Z92,,Übermittlung an das HKNR,X [33P1..1] ⊻ [34P1..1],
Verwendungszweck der Werte,155,SG10,CAV,7111,,ZD1,,Blindarbeitabrechnu ng / Betriebsführung,X [28P1..1],,,Verwendungszweck der Werte,155,SG10,CAV,7111,,ZD1,,Blindarbeitabrechnu ng / Betriebsführung,X [28P1..1],
Verwendungszweck der Werte,156,SG10,CAV,7111,,ZE1,,Es liegt kein Verwendungszweck vor,X [38P1..1],,,Verwendungszweck der Werte,156,SG10,CAV,7111,,ZE1,,Es liegt kein Verwendungszweck vor,X [38P1..1],
OBIS Daten für Lieferant relevant,157,SG10,CCI,,,,,,Muss,,,OBIS Daten für Lieferant relevant,157,SG10,CCI,,00207,,,,Muss,
OBIS Daten für Lieferant relevant,158,SG10,CCI,7037,,ZA7,,LF,X,,,OBIS Daten für Lieferant relevant,158,SG10,CCI,7037,00207,ZA7,,LF,X,
Verwendungszweck der Werte,159,SG10,CAV,,,,,,Muss,,,Verwendungszweck der Werte,159,SG10,CAV,,00208,,,,Muss,
Verwendungszweck der Werte,160,SG10,CAV,7111,,Z84,,Netznutzungsabrech nung,X [29P0..1] ⊻ [30P0..1] ⊻ [32P0..1] ⊻ [36P0..1],,,Verwendungszweck der Werte,160,SG10,CAV,7111,00208,Z84,,Netznutzungsabrech nung,X [29P0..1] ⊻ [30P0..1] ⊻ [32P0..1] ⊻ [36P0..1],
Verwendungszweck der Werte,161,SG10,CAV,7111,,Z85,,Bilanzkreisabrechnu ng,X [31P1..1] ⊻ [32P1..1] ⊻ [33P1..1] ⊻ [34P1..1],,,Verwendungszweck der Werte,161,SG10,CAV,7111,,Z85,,Bilanzkreisabrechnu ng,X [31P1..1] ⊻ [32P1..1] ⊻ [33P1..1] ⊻ [34P1..1],
Verwendungszweck der Werte,162,SG10,CAV,7111,,Z86,,Mehrmindermengen abrechnung,X [30P1..1] ⊻ [37P1..1],,,Verwendungszweck der Werte,162,SG10,CAV,7111,,Z86,,Mehrmindermengen abrechnung,X [30P1..1] ⊻ [37P1..1],
Verwendungszweck der Werte,163,SG10,CAV,7111,,Z47,,Endkundenabrechnu ng,X [28P0..1] ⊻ [29P1..1] ⊻ [30P0..1] ⊻ [32P1..1] ⊻ [34P1..1] ⊻ [35P1..1] ⊻ [36P0..1] ⊻ [37P1..1],,,Verwendungszweck der Werte,163,SG10,CAV,7111,,Z47,,Endkundenabrechnu ng,X [28P0..1] ⊻ [29P1..1] ⊻ [30P0..1] ⊻ [32P1..1] ⊻ [34P1..1] ⊻ [35P1..1] ⊻ [36P0..1] ⊻ [37P1..1],
Verwendungszweck der Werte,164,SG10,CAV,7111,,ZD1,,Blindarbeitabrechnu ng / Betriebsführung,X [28P0..1],,,Verwendungszweck der Werte,164,SG10,CAV,7111,,ZD1,,Blindarbeitabrechnu ng / Betriebsführung,X [28P0..1],
Verwendungszweck der Werte,165,SG10,CAV,7111,,ZE1,,Es liegt kein Verwendungszweck vor,X [38P1..1],,,Verwendungszweck der Werte,165,SG10,CAV,7111,,ZE1,,Es liegt kein Verwendungszweck vor,X [38P1..1],
OBIS Daten für Übertragungsnetzbetreib er relevant,166,SG10,CCI,,,,,,Muss,,,OBIS Daten für Übertragungsnetzbetreib er relevant,166,SG10,CCI,,00209,,,,Muss,
OBIS Daten für Übertragungsnetzbetreib er relevant,167,SG10,CCI,7037,,ZA9,,ÜNB,X,,,OBIS Daten für Übertragungsnetzbetreib er relevant,167,SG10,CCI,7037,00209,ZA9,,ÜNB,X,
Verwendungszweck der Werte,168,SG10,CAV,,,,,,Muss,,,Verwendungszweck der Werte,168,SG10,CAV,,00210,,,,Muss,
Verwendungszweck der Werte,169,SG10,CAV,7111,,Z85,,Bilanzkreisabrechnu ng,X [1P0..1],,,Verwendungszweck der Werte,169,SG10,CAV,7111,00210,Z85,,Bilanzkreisabrechnu ng,X [1P0..1],
Verwendungszweck der Werte,170,SG10,CAV,7111,,ZB5,,Zur Ermittlung der Ausgeglichenheit von Bilanzkreisen,X [1P1..1],,,Verwendungszweck der Werte,170,SG10,CAV,7111,,ZB5,,Zur Ermittlung der Ausgeglichenheit von Bilanzkreisen,X [1P1..1],
Produkt-Daten der Marktlokation,171,SG8,SEQ,,,,,,Muss,,,Produkt-Daten der Marktlokation,171,SG8,SEQ,,00211,,,,Muss,
Produkt-Daten der Marktlokation,172,SG8,SEQ,1229,,Z59,,Produkt-Daten der Marktlokation,X,,,Produkt-Daten der Marktlokation,172,SG8,SEQ,1229,00211,Z59,,Produkt-Daten der Marktlokation,X,
Referenz auf die ID der Marktlokation,173,SG8,RFF,,,,,,Muss,,,Referenz auf die ID der Marktlokation,173,SG8,RFF,,00212,,,,Muss,
Referenz auf die ID der Marktlokation,174,SG8,RFF,1153,,Z18,,Marktlokation,X,,,Referenz auf die ID der Marktlokation,174,SG8,RFF,1153,00212,Z18,,Marktlokation,X,
Referenz auf die ID der Marktlokation,175,SG8,RFF,1154,,,,ID einer Marktlokation,X [950],[950] Format: Marktlokations-ID,,Referenz auf die ID der Marktlokation,175,SG8,RFF,1154,00212,,,ID einer Marktlokation,X [950],[950] Format: Marktlokations-ID
Produkt-Daten der Marktlokation,176,SG8,PIA,,,,,,Muss,,,Produkt-Daten der Marktlokation,176,SG8,PIA,,00213,,,,Muss,
Produkt-Daten der Marktlokation,177,SG8,PIA,4347,,5,,Produktidentifikation,X,,,Produkt-Daten der Marktlokation,177,SG8,PIA,4347,00213,5,,Produktidentifikation,X,
Produkt-Daten der Marktlokation,178,SG8,PIA,7140,,,,Produkt-/Leistungsnummer,X,,,Produkt-Daten der Marktlokation,178,SG8,PIA,7140,00213,,,Produkt-/Leistungsnummer,X,
Produkt-Daten der Marktlokation,179,SG8,PIA,7143,,Z12,,Konfigurationsprodu kt,X,,,Produkt-Daten der Marktlokation,179,SG8,PIA,7143,00213,Z12,,Konfigurationsprodu kt,X,
Zugeordnete Definition,180,SG10,CCI,,,,,,Muss,,,Zugeordnete Definition,180,SG10,CCI,,00214,,,,Muss,
Zugeordnete Definition,181,SG10,CCI,7059,,Z52,,Code der Schaltzeitdefinition,X,,,Zugeordnete Definition,181,SG10,CCI,7059,00214,Z53,,Code der Leistungskurvendefi nition,X,
Zugeordnete Definition,182,SG10,CCI,7059,,Z53,,Code der Leistungskurvendefi nition,X,,,Zugeordnete Definition,182,SG10,CCI,7037,00214,,,Code der Definition,X,
,,,,,,,,,,,NEW,Produkt-Daten für Marktrolle relevant,183,SG10,CCI,,00215,,,,Muss,
,,,,,,,,,,,NEW,Produkt-Daten für Marktrolle relevant,184,SG10,CCI,7037,00215,ZA8,,NB,X [1P0..1],
,,,,,,,,,,,NEW,Produkt-Daten für Marktrolle relevant,185,SG10,CCI,7037,,ZA7,,LF,X [1P0..1],
,,,,,,,,,,,NEW,OBIS-Daten der Tranche,186,SG8,SEQ,,00260,,,,Muss,
,,,,,,,,,,,NEW,OBIS-Daten der Tranche,187,SG8,SEQ,1229,00260,Z17,,OBIS-Daten der Tranche,X,
,,,,,,,,,,,NEW,Referenz auf die ID einer Tranche,188,SG8,RFF,,00261,,,,Muss,
,,,,,,,,,,,NEW,Referenz auf die ID einer Tranche,189,SG8,RFF,1153,00261,Z20,,Tranche,X,
,,,,,,,,,,,NEW,Referenz auf die ID einer Tranche,190,SG8,RFF,1154,00261,,,ID einer Tranche,X [950],[950] Format: Marktlokations-ID
,,,,,,,,,,,NEW,OBIS-Kennzahl der Tranche,191,SG8,PIA,,00262,,,,Muss,
,,,,,,,,,,,NEW,OBIS-Kennzahl der Tranche,192,SG8,PIA,4347,00262,5,,Produktidentifikation,X,
,,,,,,,,,,,NEW,OBIS-Kennzahl der Tranche,193,SG8,PIA,7140,00262,,,OBIS-Kennzahl der Tranche,X [269],[269] Es sind alle OBIS-Kennzahlen gem. EDI@Energy Codeliste der OBIS-Kennzahlen und Medien für den deutschen Energiemarkt Kap.3 anzugeben welche an der Tranche erforderlich sind
,,,,,,,,,,,NEW,OBIS-Kennzahl der Tranche,194,SG8,PIA,7143,00262,SRW,,OBIS-Kennzahl,X,
,,,,,,,,,,,NEW,OBIS Daten für Netzbetreiber relevant,195,SG10,CCI,,00263,,,,Muss,
,,,,,,,,,,,NEW,OBIS Daten für Netzbetreiber relevant,196,SG10,CCI,7037,00263,ZA8,,NB,X,
,,,,,,,,,,,NEW,Verwendungszweck der Werte,197,SG10,CAV,,00264,,,,Muss,
,,,,,,,,,,,NEW,Verwendungszweck der Werte,198,SG10,CAV,7111,00264,Z85,,Bilanzkreisabrechnu ng,X [1P0..1],
,,,,,,,,,,,NEW,Verwendungszweck der Werte,199,SG10,CAV,7111,,Z92,,Übermittlung an das HKNR,X [1P1..1],
,,,,,,,,,,,NEW,OBIS Daten für Lieferant relevant,200,SG10,CCI,,00265,,,,Muss,
,,,,,,,,,,,NEW,OBIS Daten für Lieferant relevant,201,SG10,CCI,7037,00265,ZA7,,LF,X,
,,,,,,,,,,,NEW,Verwendungszweck der Werte,202,SG10,CAV,,00266,,,,Muss,
,,,,,,,,,,,NEW,Verwendungszweck der Werte,203,SG10,CAV,7111,00266,Z85,,Bilanzkreisabrechnu ng,X [1P1..1],
,,,,,,,,,,,NEW,Verwendungszweck der Werte,204,SG10,CAV,7111,,Z47,,Endkundenabrechnu ng,X [1P1..1],
,,,,,,,,,,,NEW,OBIS Daten für Übertragungsnetzbetreib er relevant,205,SG10,CCI,,00267,,,,Muss,
,,,,,,,,,,,NEW,OBIS Daten für Übertragungsnetzbetreib er relevant,206,SG10,CCI,7037,00267,ZA9,,ÜNB,X,
,,,,,,,,,,,NEW,Verwendungszweck der Werte,207,SG10,CAV,,00268,,,,Muss,
,,,,,,,,,,,NEW,Verwendungszweck der Werte,208,SG10,CAV,7111,00268,Z85,,Bilanzkreisabrechnu ng,X [1P0..1],
,,,,,,,,,,,NEW,Verwendungszweck der Werte,209,SG10,CAV,7111,,ZB5,,Zur Ermittlung der Ausgeglichenheit von Bilanzkreisen,X [1P1..1],
,,,,,,,,,,,NEW,Daten der Steuerbaren Ressource,210,SG8,SEQ,,00293,,,,Muss,
,,,,,,,,,,,NEW,Daten der Steuerbaren Ressource,211,SG8,SEQ,1229,00293,Z62,,Daten der Steuerbaren Ressource,X,
,,,,,,,,,,,NEW,Referenz auf die ID der Steuerbaren Ressource,212,SG8,RFF,,00294,,,,Muss,
,,,,,,,,,,,NEW,Referenz auf die ID der Steuerbaren Ressource,213,SG8,RFF,1153,00294,Z38,,Steuerbare Ressource,X,
,,,,,,,,,,,NEW,Referenz auf die ID der Steuerbaren Ressource,214,SG8,RFF,1154,00294,,,ID der Steuerbaren Ressource,X [961],[961] Format: SR-ID
,,,,,,,,,,,NEW,Steuerkanal,215,SG10,CCI,,00295,,,,Muss,
,,,,,,,,,,,NEW,Steuerkanal,216,SG10,CCI,7059,00295,Z49,,Steuerkanal,X,
,,,,,,,,,,,NEW,Leistungsbeschreibung des Steuerkanals,217,SG10,CAV,7111,00296,ZF2,,Leistungsbeschreibu ng des Steuerkanals,X,
,,,,,,,,,,,NEW,Leistungsbeschreibung des Steuerkanals,218,SG10,CAV,1131,00296,Z14,,An/Aus,X,
,,,,,,,,,,,NEW,Leistungsbeschreibung des Steuerkanals,219,SG10,CAV,1131,,Z15,,Gestuft,X,
,,,,,,,,,,,NEW,Produkt-Daten der Steuerbaren Ressource,220,SG8,SEQ,,00299,,,,Muss,
,,,,,,,,,,,NEW,Produkt-Daten der Steuerbaren Ressource,221,SG8,SEQ,1229,00299,Z61,,Produkt-Daten der Steuerbaren Ressource,X,
,,,,,,,,,,,NEW,Referenz auf die ID der Steuerbaren Ressource,222,SG8,RFF,,00300,,,,Muss,
,,,,,,,,,,,NEW,Referenz auf die ID der Steuerbaren Ressource,223,SG8,RFF,1153,00300,Z38,,Steuerbare Ressource,X,
,,,,,,,,,,,NEW,Referenz auf die ID der Steuerbaren Ressource,224,SG8,RFF,1154,00300,,,ID einer Steuerbaren Ressource,X [961],[961] Format: SR-ID
,,,,,,,,,,,NEW,Produkt-Daten der Steuerbaren Ressource,225,SG8,PIA,,00301,,,,Muss,
,,,,,,,,,,,NEW,Produkt-Daten der Steuerbaren Ressource,226,SG8,PIA,4347,00301,5,,Produktidentifikation,X,
,,,,,,,,,,,NEW,Produkt-Daten der Steuerbaren Ressource,227,SG8,PIA,7140,00301,,,Konfigurationsprodukt- Code,X,
,,,,,,,,,,,NEW,Produkt-Daten der Steuerbaren Ressource,228,SG8,PIA,7143,00301,Z12,,Konfigurationsprodu kt,X,
Zugeordnete Definition,183,SG10,CCI,7037,,,,Code der Definition,X,,,Zugeordnete Definition,229,SG10,CCI,,00302,,,,Muss,
,,,,,,,,,,,NEW,Zugeordnete Definition,230,SG10,CCI,7059,00302,Z52,,Code der Schaltzeitdefinition,X,
,,,,,,,,,,,NEW,Zugeordnete Definition,231,SG10,CCI,7059,,Z53,,Code der Leistungskurvendefi nition,X,
,,,,,,,,,,,NEW,Zugeordnete Definition,232,SG10,CCI,7037,00302,,,Code der Definition,X,
,,,,,,,,,,,NEW,Auftraggebender Marktpartner,233,SG10,CCI,,00303,,,,Muss,
,,,,,,,,,,,NEW,Auftraggebender Marktpartner,234,SG10,CCI,7037,00303,ZB3,,Zugeordneter Marktpartner,X,
,,,,,,,,,,,NEW,Auftraggebender Marktpartner,235,SG10,CAV,,00304,,,,Muss,
,,,,,,,,,,,NEW,Auftraggebender Marktpartner,236,SG10,CAV,7111,00304,Z88,,NB,X,
,,,,,,,,,,,NEW,Auftraggebender Marktpartner,237,SG10,CAV,7111,,Z89,,LF,X,
,,,,,,,,,,,NEW,Auftraggebender Marktpartner,238,SG10,CAV,1131,00304,,,MP-ID,X,
Produkt-Daten für Marktrolle relevant,184,SG10,CCI,,,,,,Muss,,,Produkt-Daten für Marktrolle relevant,239,SG10,CCI,,00305,,,,Muss,
Produkt-Daten für Marktrolle relevant,185,SG10,CCI,7037,,ZA8,,NB,X [1P0..1],,,Produkt-Daten für Marktrolle relevant,240,SG10,CCI,7037,00305,ZA8,,NB,X [1P0..1],
Produkt-Daten für Marktrolle relevant,186,SG10,CCI,7037,,ZA7,,LF,X [1P0..1],,,Produkt-Daten für Marktrolle relevant,241,SG10,CCI,7037,,ZA7,,LF,X [1P0..1],
OBIS-Daten der Tranche,187,SG8,SEQ,,,,,,Muss,,REMOVED,,,,,,,,,,,
OBIS-Daten der Tranche,188,SG8,SEQ,1229,,Z17,,OBIS-Daten der Tranche,X,,REMOVED,,,,,,,,,,,
Referenz auf die ID einer Tranche,189,SG8,RFF,,,,,,Muss,,REMOVED,,,,,,,,,,,
Referenz auf die ID einer Tranche,190,SG8,RFF,1153,,Z20,,Tranche,X,,REMOVED,,,,,,,,,,,
Referenz auf die ID einer Tranche,191,SG8,RFF,1154,,,,ID einer Tranche,X [950],[950] Format: Marktlokations-ID,REMOVED,,,,,,,,,,,
OBIS-Kennzahl der Tranche,192,SG8,PIA,,,,,,Muss,,REMOVED,,,,,,,,,,,
OBIS-Kennzahl der Tranche,193,SG8,PIA,4347,,5,,Produktidentifikation,X,,REMOVED,,,,,,,,,,,
OBIS-Kennzahl der Tranche,194,SG8,PIA,7140,,,,OBIS-Kennzahl der Tranche,X [269],[269] Es sind alle OBIS-Kennzahlen gem. EDI@Energy Codeliste der OBIS-Kennzahlen und Medien für den deutschen Energiemarkt Kap.3 anzugeben welche an der Tranche erforderlich sind,REMOVED,,,,,,,,,,,
OBIS-Kennzahl der Tranche,195,SG8,PIA,7143,,SRW,,OBIS-Kennzahl,X,,REMOVED,,,,,,,,,,,
OBIS Daten für Netzbetreiber relevant,196,SG10,CCI,,,,,,Muss,,REMOVED,,,,,,,,,,,
OBIS Daten für Netzbetreiber relevant,197,SG10,CCI,7037,,ZA8,,NB,X,,REMOVED,,,,,,,,,,,
Verwendungszweck der Werte,198,SG10,CAV,,,,,,Muss,,REMOVED,,,,,,,,,,,
Verwendungszweck der Werte,199,SG10,CAV,7111,,Z85,,Bilanzkreisabrechnu ng,X [1P0..1],,REMOVED,,,,,,,,,,,
Verwendungszweck der Werte,200,SG10,CAV,7111,,Z92,,Übermittlung an das HKNR,X [1P1..1],,REMOVED,,,,,,,,,,,
OBIS Daten für Lieferant relevant,201,SG10,CCI,,,,,,Muss,,REMOVED,,,,,,,,,,,
OBIS Daten für Lieferant relevant,202,SG10,CCI,7037,,ZA7,,LF,X,,REMOVED,,,,,,,,,,,
Verwendungszweck der Werte,203,SG10,CAV,,,,,,Muss,,REMOVED,,,,,,,,,,,
Verwendungszweck der Werte,204,SG10,CAV,7111,,Z85,,Bilanzkreisabrechnu ng,X [1P1..1],,REMOVED,,,,,,,,,,,
Verwendungszweck der Werte,205,SG10,CAV,7111,,Z47,,Endkundenabrechnu ng,X [1P1..1],,REMOVED,,,,,,,,,,,
OBIS Daten für Übertragungsnetzbetreib er relevant,206,SG10,CCI,,,,,,Muss,,REMOVED,,,,,,,,,,,
OBIS Daten für Übertragungsnetzbetreib er relevant,207,SG10,CCI,7037,,ZA9,,ÜNB,X,,REMOVED,,,,,,,,,,,
Verwendungszweck der Werte,208,SG10,CAV,,,,,,Muss,,REMOVED,,,,,,,,,,,
Verwendungszweck der Werte,209,SG10,CAV,7111,,Z85,,Bilanzkreisabrechnu ng,X [1P0..1],,REMOVED,,,,,,,,,,,
Verwendungszweck der Werte,210,SG10,CAV,7111,,ZB5,,Zur Ermittlung der Ausgeglichenheit von Bilanzkreisen,X [1P1..1],,REMOVED,,,,,,,,,,,
Daten der Steuerbaren Ressource,211,SG8,SEQ,,,,,,Muss,,REMOVED,,,,,,,,,,,
Daten der Steuerbaren Ressource,212,SG8,SEQ,1229,,Z62,,Daten der Steuerbaren Ressource,X,,REMOVED,,,,,,,,,,,
Referenz auf die ID der Steuerbaren Ressource,213,SG8,RFF,,,,,,Muss,,REMOVED,,,,,,,,,,,
Referenz auf die ID der Steuerbaren Ressource,214,SG8,RFF,1153,,Z38,,Steuerbare Ressource,X,,REMOVED,,,,,,,,,,,
Referenz auf die ID der Steuerbaren Ressource,215,SG8,RFF,1154,,,,ID der Steuerbaren Ressource,X [961],[961] Format: SR-ID,REMOVED,,,,,,,,,,,
Steuerkanal,216,SG10,CCI,,,,,,Muss,,REMOVED,,,,,,,,,,,
Steuerkanal,217,SG10,CCI,7059,,Z49,,Steuerkanal,X,,REMOVED,,,,,,,,,,,
Leistungsbeschreibung des Steuerkanals,218,SG10,CAV,,,,,,Muss,,REMOVED,,,,,,,,,,,
Leistungsbeschreibung des Steuerkanals,219,SG10,CAV,7111,,ZF2,,Leistungsbeschreibu ng des Steuerkanals,X,,REMOVED,,,,,,,,,,,
Leistungsbeschreibung des Steuerkanals,220,SG10,CAV,1131,,Z14,,An/Aus,X,,REMOVED,,,,,,,,,,,
Leistungsbeschreibung des Steuerkanals,221,SG10,CAV,1131,,Z15,,Gestuft,X,,REMOVED,,,,,,,,,,,
Produkt-Daten der Steuerbaren Ressource,222,SG8,SEQ,,,,,,Muss,,REMOVED,,,,,,,,,,,
Produkt-Daten der Steuerbaren Ressource,223,SG8,SEQ,1229,,Z61,,Produkt-Daten der Steuerbaren Ressource,X,,REMOVED,,,,,,,,,,,
Referenz auf die ID der Steuerbaren Ressource,224,SG8,RFF,,,,,,Muss,,REMOVED,,,,,,,,,,,
Referenz auf die ID der Steuerbaren Ressource,225,SG8,RFF,1153,,Z38,,Steuerbare Ressource,X,,REMOVED,,,,,,,,,,,
Referenz auf die ID der Steuerbaren Ressource,226,SG8,RFF,1154,,,,ID einer Steuerbaren Ressource,X [961],[961] Format: SR-ID,REMOVED,,,,,,,,,,,
Produkt-Daten der Steuerbaren Ressource,227,SG8,PIA,,,,,,Muss,,REMOVED,,,,,,,,,,,
Produkt-Daten der Steuerbaren Ressource,228,SG8,PIA,4347,,5,,Produktidentifikation,X,,REMOVED,,,,,,,,,,,
Produkt-Daten der Steuerbaren Ressource,229,SG8,PIA,7140,,,,Konfigurationsprodukt- Code,X,,REMOVED,,,,,,,,,,,
Produkt-Daten der Steuerbaren Ressource,230,SG8,PIA,7143,,Z12,,Konfigurationsprodu kt,X,,REMOVED,,,,,,,,,,,
Zugeordnete Definition,231,SG10,CCI,,,,,,Muss,,REMOVED,,,,,,,,,,,
Zugeordnete Definition,232,SG10,CCI,7059,,Z52,,Code der Schaltzeitdefinition,X,,REMOVED,,,,,,,,,,,
Zugeordnete Definition,233,SG10,CCI,7059,,Z53,,Code der Leistungskurvendefi nition,X,,REMOVED,,,,,,,,,,,
Zugeordnete Definition,234,SG10,CCI,7037,,,,Code der Definition,X,,REMOVED,,,,,,,,,,,
Auftraggebender Marktpartner,235,SG10,CCI,,,,,,Muss,,REMOVED,,,,,,,,,,,
Auftraggebender Marktpartner,236,SG10,CCI,7037,,ZB3,,Zugeordneter Marktpartner,X,,REMOVED,,,,,,,,,,,
Auftraggebender Marktpartner,237,SG10,CAV,,,,,,Muss,,REMOVED,,,,,,,,,,,
Auftraggebender Marktpartner,238,SG10,CAV,7111,,Z88,,NB,X,,REMOVED,,,,,,,,,,,
Auftraggebender Marktpartner,239,SG10,CAV,7111,,Z89,,LF,X,,REMOVED,,,,,,,,,,,
Auftraggebender Marktpartner,240,SG10,CAV,1131,,,,MP-ID,X,,REMOVED,,,,,,,,,,,
Produkt-Daten für Marktrolle relevant,241,SG10,CCI,,,,,,Muss,,REMOVED,,,,,,,,,,,
Produkt-Daten für Marktrolle relevant,242,SG10,CCI,7037,,ZA8,,NB,X [1P0..1],,REMOVED,,,,,,,,,,,
Produkt-Daten für Marktrolle relevant,243,SG10,CCI,7037,,ZA7,,LF,X [1P0..1],,REMOVED,,,,,,,,,,,
Daten der Messlokation,244,SG8,SEQ,,,,,,Muss,,,Daten der Messlokation,242,SG8,SEQ,,00306,,,,Muss,
Daten der Messlokation,245,SG8,SEQ,1229,,Z18,,Daten der Messlokation,X,,,Daten der Messlokation,243,SG8,SEQ,1229,00306,Z18,,Daten der Messlokation,X,
Referenz auf die ID der Messlokation,246,SG8,RFF,,,,,,Muss,,,Referenz auf die ID der Messlokation,244,SG8,RFF,,00307,,,,Muss,
Referenz auf die ID der Messlokation,247,SG8,RFF,1153,,Z19,,Messlokation,X,,,Referenz auf die ID der Messlokation,245,SG8,RFF,1153,00307,Z19,,Messlokation,X,
Referenz auf die ID der Messlokation,248,SG8,RFF,1154,,,,ID der Messlokation,X [951],[951] Format: Zählpunktbezeichnung,,Referenz auf die ID der Messlokation,246,SG8,RFF,1154,00307,,,ID der Messlokation,X [951],[951] Format: Zählpunktbezeichnung
Spannungsebene der Messlokation,249,SG10,CCI,,,,,,Muss,,,Spannungsebene der Messlokation,247,SG10,CCI,,00314,,,,Muss,
Spannungsebene der Messlokation,250,SG10,CCI,7037,,E04,,Spannungsebene der Messlokation,X,,,Spannungsebene der Messlokation,248,SG10,CCI,7037,00314,E04,,Spannungsebene der Messlokation,X,
